skill_key,example,hot,code
logistics cost estimating tool,Logistics Cost Estimating Tool,0,43232605
logistics management information lmi database,Logistics management information LMI database,0,43231506
logistics support analysts smartlogic,Logistics Support Analysts SmartLogic,0,43231506
logisuite enterprise,Logisuite Enterprise,0,43231506
logisuite forwarder,Logisuite Forwarder,0,43231506
logitech 3d pro,Logitech 3D Pro,0,43232604
logixml ad-hoc,LogiXML Ad-HOC,0,43232112
logmatrix nervecenter,LogMatrix NerveCenter,0,43232801
logmein gotomeeting,LogMeIn GoToMeeting,0,43233502
logmein gotowebinar,LogMeIn GoToWebinar,0,43233503
logo design,Logo design,0,43232402
logopress,Logopress,0,43232604
logplot,Logplot,0,43232605
logrhythm,LogRhythm,0,43233203
logsa compass,LOGSA COMPASS,0,43232605
logsa syspars,LOGSA SYSPARS,0,43232605
lombardi teamworks,Lombardi Teamworks,0,43232306
london computer systems rent manager,London Computer Systems Rent Manager,0,43232306
longview consolidation,Longview Consolidation,0,43231604
longview performance management platform,Longview Performance Management Platform,0,43231604
longview solutions khalix,Longview Solutions Khalix,0,43231604
loom,Loom,0,43232103
lorenz docubridge,Lorenz DocuBridge,0,43232202
lorenz evalidator,Lorenz eValidator,0,43232202
lorenz labelbridge,Lorenz labelBridge,0,43232202
low-level debugger,Low-level debugger,0,43232406
low-level driver lld,Low-level driver LLD,0,43232605
low-level virtual machine llvm compilers,Low-level virtual machine LLVM compilers,0,43232409
lp360,LP360,0,43232605
lrn ethics and compliance alliance,LRN Ethics and Compliance Alliance,0,43232606
lsa visual dbr,LSA Visual DBR,0,43231506
lsa visual easy lean,LSA Visual Easy Lean,0,43231506
lt online corporation lawtrac,LT Online Corporation LAWTRAC,0,43232306
lua,Lua,0,43232405
lucent vitalsuite,Lucent VitalSuite,0,43232804
lucero system office management,Lucero System Office Management,0,43231511
lucia cgh,Lucia CGH,0,43232605
lucia comet assay,Lucia Comet Assay,0,43232605
lucia fish,Lucia FISH,0,43232605
lucia karyo,Lucia Karyo,0,43232605
lucia metaphase finder,Lucia Metaphase Finder,0,43232605
lucia mfish,LUCIA MFISH,0,43232605
lucid iq cmp,Lucid IQ CMP,0,43232306
lucidchart,Lucidchart,0,43231518
lumigent entegra,Lumigent Entegra,0,43232606
lumion,Lumion,0,43232604
lunchbyte systems nutrikids,LunchByte Systems NUTRIKIDS,0,43231602
luntbuild,LuntBuild,0,43232402
luxology modo,Luxology Modo,0,43232102
luxrender,Luxrender,0,43232102
lynchval systems lvadmin,Lynchval Systems Lvadmin,0,43231505
lynchval systems lvval,Lynchval Systems Lvval,0,43231505
lynchval systems lvxact,Lynchval Systems Lvxact,0,43231505
lynk everest,Lynk Everest,0,43232303
lyris hq web-analytics solution,Lyris HQ Web-Analytics Solution,0,43232605
m-code,M-code,0,43232405
m-sim,M-Sim,0,43232605
m-tech hotel service optimization system hotsos,M-Tech Hotel Service Optimization System HotSOS,0,43232603
m8 client billing,M8 Client Billing,0,43231607
mac helpmate,Mac HelpMate,0,43232901
machine control,Machine control,0,43232608
machine control specialists coilpro,Machine Control Specialists CoilPro,0,43232608
machine control systems,Machine control systems,0,43232608
machine monitoring,Machine monitoring,0,43232608
machine operation,Machine operation,0,43232608
machineworks ltd. machineworks,MachineWorks Ltd. MachineWorks,0,43232612
mackichan software scientific notebook,MacKichan Software Scientific Notebook,0,43232605
mackichan software scientific workplace,MacKichan Software Scientific WorkPlace,0,43232605
macromedia cold fusion,Macromedia Cold Fusion,0,43232107
macropool web research,Macropool Web Research,0,43232306
macroscopic diffusion,Macroscopic diffusion,0,43232605
macvector,MacVector,0,43232605
madcap software madcap flare,MadCap Software MadCap Flare,0,43232112
made2manage supply chain management,Made2Manage Supply Chain Management,0,43231506
made2manage systems m2m erp,Made2Manage Systems M2M ERP,0,43231602
madison technical software chempak plus,Madison Technical Software Chempak Plus,0,43232605
madison technical software enviropak,Madison Technical Software Enviropak,0,43232605
madison technical software steampak,Madison Technical Software Steampak,0,43232605
madrigal soft tools delegator,Madrigal Soft Tools Delegator,0,43231507
madtracker,MadTracker,0,43232005
maestro music software magicscore,Maestro Music Software MagicScore,0,43232005
mag+,Mag+,0,43233508
magellan firmware,Magellan Firmware,0,43233004
magenta multimedia tools magenta ii,Magenta MultiMedia Tools Magenta II,0,43232106
magento analytics,Magento Analytics,0,43232611
maggey child care management,MAGGEY Child Care Management,0,43231602
magic,MAGIC,0,43232604|43232605
magiclogic optimization cube-iq,MagicLogic Optimization Cube-IQ,0,43231506
magictracer,MagicTracer,0,43232102
magix music maker,MAGIX Music Maker,0,43232005
magix software sound forge,MAGIX Software Sound Forge,0,43232005
magix vegas pro,Magix Vegas Pro,0,43232005
magma design automation,Magma Design Automation,0,43232605
magma design automation blast create,Magma Design Automation Blast Create,0,43232605
magma design automation blast fpga,Magma Design Automation Blast FPGA,0,43232605
magma magmasoft,MAGMA MAGMASOFT,0,43232605
magnify predictive targeting system,Magnify Predictive Targeting System,0,43232605
mahle powertrain,MAHLE Powertrain,0,43232604
mailchimp,MailChimp,0,43233501
main injector neutrino oscillation search minos,Main Injector Neutrino Oscillation Search MINOS,0,43232604
main sequence technologies pcrecruiter,Main Sequence Technologies PCRecruiter,0,43231505
main sequence technologies pcrecruiter resume inhaler,Main Sequence Technologies PCRecruiter Resume Inhaler,0,43231505
main street softworks monetra,Main Street Softworks Monetra,0,43232611
mainsaver asset management,Mainsaver Asset Management,0,43232603
mainstreet systems & software dentalab/pc ii,Mainstreet Systems & Software DentaLab/PC II,0,43232306
mainstreet systems & software dentarx,Mainstreet Systems & Software DentaRX,0,43232104
maintainability prediction,Maintainability prediction,0,43232605
maintenance,Maintenance,0,43231602
maintenance documentation,Maintenance documentation,0,43232603
maintenance information databases,Maintenance information databases,0,43232603
maintenance management,Maintenance management,0,43232603
maintenance planning,Maintenance planning,0,43232603
maintenance planning and control,Maintenance planning and control,0,43232306
maintenance record,Maintenance record,0,43231507|43232603
maintenance reporting,Maintenance reporting,0,43232603
maintenance scheduling,Maintenance scheduling,0,43232108
majestic seo,Majestic SEO,0,43232408
makemusic finale,MakeMusic Finale,0,43232005
maker cad/cam services diemaker,MAKER CAD/CAM Services DIEMAKER,0,43232604
making waves audio making waves,Making Waves Audio Making Waves,0,43232005
management information base mib,Management information base MIB,0,43232802
management information systems mis,Management information systems MIS,0,43231602
managemore cellular manager,ManageMore Cellular Manager,0,43232611
managemyspa,ManageMySpa,0,43232306
managerplus,ManagerPlus,0,43232603
manatron customcama,Manatron CustomCAMA,0,43232605
manatron mvp tax,Manatron MVP Tax,0,43231603
manatron proval plus,Manatron ProVal Plus,0,43232605
mangold interact,Mangold INTERACT,0,43232605
mangold logsquare,Mangold LogSquare,0,43232605
mangold soundalyzer,Mangold Soundalyzer,0,43232605
manhattan associates pkms pickticket,Manhattan Associates PkMS Pickticket,0,43231508
manhattan cross cultural group quality interactions,Manhattan Cross Cultural Group Quality Interactions,0,43232303
manhattan scale,Manhattan Scale,0,43231506
manhattan supply chain process platform,Manhattan Supply Chain Process Platform,0,43231506
manitoba hvdc research centre pscad,Manitoba HVDC Research Centre PSCAD,0,43232605
mannus compliance: ehs,Mannus Compliance: EHS,0,43232606
mantisbt,MantisBT,0,43232306
manufacturing execution system mes,Manufacturing execution system MES,0,43232608
manufacturing reporting system,Manufacturing reporting system,0,43231508
manufacturing resource planning mrp,Manufacturing resource planning MRP,0,43231602
manufacturing technology costimater,Manufacturing Technology Costimater,0,43231604
manusoft technologies imold,Manusoft Technologies IMOLD,0,43232612
map building,Map building,0,43233506
map maker,Map Maker,0,43232301
mapcom systems m4,Mapcom systems M4,0,43232603
mapinfo,MapInfo,0,43233506
mapinfo mapmarker,MapInfo MapMarker,0,43233506
mapinfo professional,MapInfo Professional,0,43233506
mapinfo streetpro,MapInfo StreetPro,0,43233506
maplesoft maple,Maplesoft Maple,0,43232605
maplesoft maplesim,Maplesoft MapleSim,0,43232605
maplewood software staffready,Maplewood Software StaffReady,0,43232610
mapping,Mapping,0,43233506
mapr converged data platform,MapR Converged Data Platform,0,43232304
mapreduce big data,MapReduce big data,0,43232314
mapscenes evidence recorder,MapScenes Evidence Recorder,0,43232604
mapscenes pro,MapScenes Pro,0,43232604
mapshots easi suite,MapShots EASi Suite,0,43232605
maptech the capn,Maptech The CAPN,0,43232504
maptek vulcan,Maptek Vulcan,0,43232605
mapthematics geocart,Mapthematics GeoCart,0,43233506
marathon data systems pestpac,Marathon Data Systems PestPac,0,43232306
marathon data systems serviceceo,Marathon Data Systems ServiceCEO,0,43232306
marcosoft quo vadis,MarcoSoft Quo Vadis,0,43232504
marel production system mps,Marel production system MPS,0,43232608
mariadb,MariaDB,0,43232304
marine software marine planned maintenance,Marine Software Marine Planned Maintenance,0,43232603
marine software marine safety manager,Marine Software Marine Safety Manager,0,43232202
market forecast,Market forecast,0,43231604
marketo marketing automation,Marketo Marketing Automation,1,43231514
marketsharp,MarketSharp,0,43232303
marklogic,MarkLogic,0,43232306
martens farms farm site mate,Martens Farms Farm Site Mate,0,43233506
martens farms farm trac,Martens Farms Farm Trac,0,43232306
martin d adamiker's truflite,Martin D Adamiker's TruFlite,0,43233506
mass appraisal records system mars,Mass appraisal records system MARS,0,43232605
mass flux toolkit,Mass Flux Toolkit,0,43232605
mass group factorylink scada hmi,MASS Group FactoryLink SCADA HMI,0,43232608
massage suite,Massage Suite,0,43232610
massive jet,Massive Jet,0,43232102
master cook deluxe professional cook,Master Cook Deluxe Professional Cook,0,43232306
master merchant systems music store,Master Merchant Systems Music Store,0,43232611
master ration calculator,Master Ration Calculator,0,43232605
master scheduling,Master scheduling,0,43232108
master seafloor digital database,Master Seafloor Digital Database,0,43232309
mastercam computer-aided design and manufacturing,Mastercam computer-aided design and manufacturing,0,43232612
mastercam design,Mastercam Design,0,43232604
mastercontrol,MasterControl,0,43232620
mastercontrol md,MasterControl MD,0,43232620
mastercontrol totalpharma,MasterControl TotalPharma,0,43232620
mastermind,MASterMind,0,43231511
masterplan,MasterPlan,0,43231604
masters software cakeboss,Masters Software CakeBoss,0,43231602
masterwriter,MasterWriter,0,43232104
matchware mindview,MatchWare MindView,0,43232101
material safety data sheet msds,Material safety data sheet MSDS,0,43232606
materialise dental simplant,Materialise Dental SimPLANT,0,43232610
materialise dental surgiguide,Materialise Dental SurgiGuide,0,43232610
materials data incorporated jade,Materials Data Incorporated Jade,0,43232605
materials inventory,Materials inventory,0,43231508
materials management,Materials management,0,43231506|43231508
materials requirement planning mrp,Materials requirement planning MRP,0,43231506
materials requirements planning logistics and supply chain,Materials requirements planning logistics and supply chain,0,43231506
materials resource planning mrp,Materials resource planning MRP,0,43231506
materials testing,Materials testing,0,43232605
materilise magics,Materilise Magics,0,43232612
math educational,Math educational,0,43232502
mathematical,Mathematical,0,43232605
mathematical simulation,Mathematical simulation,0,43232605
matheny pattern forecaster plus,Matheny Pattern Forecaster Plus,0,43231511
mathsoft mathcad,Mathsoft Mathcad,0,43232604|43232605
mathworks simulink,MathWorks Simulink,0,43232605
mathworks simulink dsp blockset,MathWorks Simulink DSP Blockset,0,43232605
mathworks simulink fixed-point blockset,MathWorks Simulink Fixed-Point Blockset,0,43232605
matrix calculation,Matrix calculation,0,43232605
mavenlink,Mavenlink,0,43231507
max systems max-gold medical clinic,MAX Systems Max-Gold Medical Clinic,0,43232610
max systems max-gold7,MAX Systems Max-Gold7,0,43232610
maxima,Maxima,0,43232605
maximal software mpl modeling system,Maximal Software MPL Modeling System,0,43232605
maximizer software maximizer enterprise,Maximizer Software Maximizer Enterprise,0,43232303
maxon bodypaint 3d,Maxon BodyPaint 3D,0,43232102
maxon cinema 4d,Maxon Cinema 4D,0,43232103
maxscript,MaxScript,0,43232402
maxsea time zero navigator noaa,MaxSea Time Zero Navigator NOAA,0,43232504
maxsea timezero,MaxSea TIMEZERO,0,43233506
maxwell systems american contractor,Maxwell Systems American Contractor,0,43231507
maxwell systems quest estimator,Maxwell Systems Quest Estimator,0,43231507
maya embedded language mel,Maya Embedded Language MEL,0,43232402
maya htt i-deas,Maya HTT I-DEAS,0,43232605
maya nastran,MAYA Nastran,0,43232605
mayer-johnson boardmaker,Mayer-Johnson Boardmaker,0,43232102
maynard planstaff manager,Maynard PlanStaff Manager,0,43231602
mazak mazatrol smart cnc,Mazak Mazatrol SMART CNC,0,43232608
mc2 systems auto librarian,MC2 Systems Auto Librarian,0,43232609
mcafee,McAfee,0,43233205
mcafee enterprise security manager,McAfee Enterprise Security Manager,0,43232620
mcafee virusscan,McAfee VirusScan,0,43233205
mcallister software systems avimark,McAllister Software Systems AVImark,0,43232610
mccabe software truechange,McCabe Software TRUEchange,0,43231507
mckesson ansos one-staff,McKesson ANSOS One-Staff,0,43232108
mckesson horizon ambulatory care,McKesson Horizon Ambulatory Care,0,43232610
mckesson horizon anatomic pathology,McKesson Horizon Anatomic Pathology,0,43232610
mckesson horizon blood bank,McKesson Horizon Blood Bank,0,43232610
mckesson horizon lab,McKesson Horizon Lab,0,43232610
mckesson horizon lab financials,McKesson Horizon Lab Financials,0,43231601
mckesson horizon mobilecare phlebotomy,McKesson Horizon MobileCare Phlebotomy,0,43232610
mckesson lytec,McKesson Lytec,0,43232610
mckesson practice plus,McKesson Practice Plus,0,43232610
mckesson radiology manager,McKesson Radiology Manager,0,43232610
mcneel rhinoceros 3d,McNeel Rhinoceros 3D,0,43232102|43232604
mcnp dose assessment computer code,MCNP dose assessment computer code,0,43232605
mctrans center tsis-corsim,McTrans Center TSIS-CORSIM,0,43232605
mctrans hcs+,McTrans HCS+,0,43232605
mctrans transyt-7f,McTrans TRANSYT-7F,0,43232605
md synergy medical appointment scheduling,MD Synergy Medical Appointment Scheduling,0,43232108
mdansby the psychreport,Mdansby The PsychReport,0,43232610
mdc services dentalmate,MDC Services DentalMate,0,43232610
mdeverywhere,MDeverywhere,0,43232610
mdofficemanager medivoxx,MDofficeManager MediVoxx,0,43232610
mds analytical technologies genepix pro,MDS Analytical Technologies GenePix Pro,0,43232605
mdsi opencnc,MDSI OpenCNC,0,43232612
mealmaster cookbook wizard,Mealmaster Cookbook Wizard,0,43232306
meals plus,Meals Plus,0,43232306
mean time between failures mbtf,Mean time between failures MBTF,0,43232605
mean time to failure mttf,Mean time to failure MTTF,0,43232605
measure square,Measure Square,0,43231507
measure square floorestimate pro,Measure Square FloorEstimate Pro,0,43231507
meat inventory,Meat inventory,0,43231508
mechanical electrical plumbing mep design,Mechanical electrical plumbing MEP design,0,43232604
mecsoft corporation rhinocam,MecSoft Corporation RhinoCAM,0,43232612
mecsoft corporation visualmill,MecSoft Corporation VisualMILL,0,43232612
mecsoft corporation visualturn,MecSoft Corporation VisualTURN,0,43232612
med math,Med Math,0,43232610
medcomsoft record,MedcomSoft Record,0,43232610
meddatasolutions regist*r,MedDataSolutions Regist*r,0,43232610
medent,MEDENT,0,43232610
medepresence,MedePresence,0,43232610
medevolve eceno,MedEvolve eCeno,0,43232610
medez behavioral healthcare and substance abuse,MedEZ behavioral healthcare and substance abuse,0,43232610
medflow complete,Medflow Complete,0,43232610
medforce technologies workflow,MedFORCE Technologies WorkFLOW,0,43232610
medgate enterprise ehs,Medgate Enterprise EHS,0,43232306
medgen ped,Medgen PED,0,43232610
media storage management,Media storage management,0,43232907
mediachance multimedia builder,MediaChance Multimedia Builder,0,43232106
medianet solutions e-iep pro,MediaNet Solutions e-IEP PRO,0,43232306
mediashout,MediaShout,0,43232106
mediasoft medioffice,Mediasoft mediOFFICE,0,43232610
mediavue,MediaVue,0,43232107
mediawiki,MediaWiki,0,43232107
medicaid management information system mmis,Medicaid management information system MMIS,0,43232610
medical,Medical,0,43232610
medical billing,Medical billing,0,43231607
medical calculator,Medical calculator,0,43232610
medical condition coding,Medical condition coding,0,43232610
medical decision support,Medical decision support,0,43232610
medical digital imaging,Medical digital imaging,0,43232610
medical equipment diagnostic,Medical equipment diagnostic,0,43232610
medical image processing,Medical image processing,0,43232610
medical imaging,Medical imaging,0,43232610
medical information,Medical information,0,43232610
medical information databases,Medical information databases,0,43232309
medical laser control,Medical laser control,0,43232610
medical outcome systems emini software suite,Medical Outcome Systems eMINI Software Suite,0,43232610
medical procedure coding,Medical procedure coding,0,43232610
medical record charting,Medical record charting,0,43232610
medical records,Medical records,0,43232610
medical reference,Medical reference,0,43232309
medical scientists hybridai,Medical Scientists HybridAI,0,43232605
medical scientists medisave,Medical Scientists MediSave,0,43232605
medical surveillance,Medical surveillance,0,43232605
medical system integration,Medical system integration,0,43232610
medical terminology databases,Medical terminology databases,0,43232309
medical wizards er & icu toolbox,Medical Wizards ER & ICU ToolBox,0,43232309
medical wizards er suite,Medical Wizards ER Suite,0,43232309
medical wizards paramedics toolbox,Medical Wizards Paramedics ToolBox,0,43232309
medicine rules powerseat 360,Medicine Rules PowerSEAT 360,0,43232610
medicware emr,MedicWare EMR,0,43232610
medidata rave data management,Medidata Rave Data Management,0,43232306
medigraph,MediGraph,0,43231601
medinotes charting plus,MediNotes Charting Plus,0,43232610
medipro medisoft clinical,MediPro Medisoft Clinical,0,43232610
mediregs complytrack,MediRegs ComplyTrack,0,43232606
mediregs e-dition compliance monitor,MediRegs E-dition Compliance Monitor,0,43232606
mediregs pharmaceutical regulation suite,MediRegs Pharmaceutical Regulation Suite,0,43232606
mediregs regulation and reimbursement suite,MediRegs Regulation and Reimbursement Suite,0,43232606
mediregs risk assessment manager,MediRegs Risk Assessment Manager,0,43232606
meditab ims orthopedics/sports medicine,Meditab IMS Orthopedics/Sports Medicine,0,43232610
meditab software allergyehr,Meditab Software AllergyEHR,0,43232610
meditech,MEDITECH,1,43232610
meditech anatomical pathology,MEDITECH Anatomical Pathology,0,43232610
meditech behavioral health clinicals,MEDITECH Behavioral Health Clinicals,0,43232610
meditech blood bank,MEDITECH Blood Bank,0,43232610
meditech hcis,MEDITECH HCIS,0,43232610
meditech healthcare information system hcis,MEDITECH Healthcare Information System HCIS,0,43232610
meditech laboratory and microbiology,MEDITECH Laboratory and Microbiology,0,43232610
meditech medical and practice management mpm suite,MEDITECH Medical and Practice Management MPM Suite,0,43232610
meditech supply chain management,MEDITECH Supply Chain Management,0,43231506
meditwatch portaflow advanced,Meditwatch Portaflow Advanced,0,43232610
mediware closedloop clinical systems,Mediware ClosedLoop Clinical Systems,0,43232610
mediware information systems hcll donor,Mediware Information Systems HCLL Donor,0,43232610
mediware information systems hcll transfusion,Mediware Information Systems HCLL Transfusion,0,43232610
mediware information systems lifetrak,Mediware Information Systems LifeTrak,0,43232610
mediware information systems medicoe,Mediware Information Systems MediCOE,0,43232610
medovation radrunner,Medovation RadRunner,0,43232610
medq q/ris,medQ Q/ris,0,43232610
medquist docqment enterprise platform,MedQuist DocQment Enterprise Platform,0,43232610
medscribbler enterprise,Medscribbler Enterprise,0,43232610
medstar systems drworks,MedStar Systems DrWorks,0,43232610
medstat/inforum,Medstat/INFORUM,0,43232309
medworxx learning management system,Medworxx Learning Management System,0,43232502
medxview ectdauditor,MedXView eCTDauditor,0,43232202
meeting scheduling,Meeting scheduling,0,43232108
meetingmatrix international,MeetingMatrix International,0,43232603
megger powerdb,Megger PowerDB,0,43232606
memberclicks complete,MemberClicks COMPLETE,0,43232306
membership databases,Membership databases,0,43232306
memphis survey explorer,Memphis Survey Explorer,0,43232605
memscap mems pro,MEMSCAP MEMS Pro,0,43232604
mendel,Mendel,0,43232605
mensi 3dipsos,MENSI 3Dipsos,0,43232604
mensurix audio,Mensurix Audio,0,43232605
mental images mental ray,Mental Images Mental Ray,0,43232102
mentimeter,Mentimeter,0,43232106
mentor graphics,Mentor Graphics,0,43232604
mentor graphics bsdarchitect,Mentor Graphics BSDArchitect,0,43232605
mentor graphics calibre,Mentor Graphics Calibre,0,43232605
mentor graphics expedition enterprise,Mentor Graphics Expedition Enterprise,0,43232604
mentor graphics flowmaster,Mentor Graphics Flowmaster,0,43232605
mentor graphics leonardospectrum,Mentor Graphics LeonardoSpectrum,0,43232605
mentor graphics pads,Mentor Graphics PADS,0,43232604
mentor graphics precision rtl,Mentor Graphics Precision RTL,0,43232605
mentor graphics vesys design,Mentor Graphics VeSys Design,0,43232604
mentor graphics xpedition xdx designer,Mentor Graphics Xpedition xDX Designer,0,43232604
menu and nutrition database,Menu and nutrition database,0,43232306
menu planning,Menu planning,0,43232306
mercure dose assessment computer codes,MERCURE dose assessment computer codes,0,43232605
merge healthcare etrials,Merge Healthcare eTrials,0,43232306
merge healthcare merge ris,Merge Healthcare Merge RIS,0,43232610
mergerstat control premiums,MergerStat Control Premiums,0,43231604
mergerstat price to earnings ratios,MergerStat Price to Earnings Ratios,0,43231604
meridian technologies surepoint,Meridian Technologies SurePoint,0,43232306
merlin information services databases,Merlin Information Services databases,0,43232306
merlinco merlin,Merlinco MERLIN,0,43232605
merry mechanization smp/is,Merry Mechanization SMP/IS,0,43232612
mesh generation,Mesh generation,0,43232605
mesoscale modeling,Mesoscale modeling,0,43232605
mesquite software csim,Mesquite Software CSIM,0,43232605
meta-analysis with interactive explanations mix,Meta-analysis with interactive explanations MIX,0,43232605
metal designing,Metal designing,0,43232604
metalcam fikus visualcam,Metalcam Fikus Visualcam,0,43232612
metalix cad/cam system cnckad,Metalix CAD/CAM System cncKad,0,43232612
metamation metacam,Metamation MetaCAM,0,43232612
metasploit,Metasploit,0,43233205
metasystems isis color karyotyping,MetaSystems Isis Color Karyotyping,0,43232605
meteorjs,MeteorJS,0,43232408
meter reading,Meter reading,0,43232305
methodware era,Methodware ERA,0,43232606
methodware proaudit advisor,MethodWare ProAudit Advisor,0,43231604
metricstream compliance management,MetricStream Compliance Management,0,43232606
metricstream enterprise compliance platform,MetricStream Enterprise Compliance Platform,0,43232606
metricstream regulatory reporting,MetricStream Regulatory Reporting,0,43232606
metrix imageware surfacer,Metrix Imageware Surfacer,0,43232604
metrologic group metrolog xg,Metrologic Group Metrolog XG,0,43232608
meyer instruments optimas,Meyer Instruments Optimas,0,43232605
mghworld travel agents,MGHworld Travel Agents,0,43232303
mhc document express,MHC Document Express,0,43232202
mi-assistant mi management system,MI-Assistant MI Management System,0,43231602
mi-co,Mi-Co,0,43232305
mi-co mi-forms,Mi-Co Mi-Forms,0,43232305|43232306
mica information systems mica-med practice manager,MICA Information Systems MICA-MED Practice Manager,0,43232610
michigan state university msu proflex,Michigan State University MSU ProFlex,0,43232605
micosoft sql server analysis services ssas,Micosoft SQL Server Analysis Services SSAS,0,43232314
micro estimating fabplan,Micro Estimating FabPlan,0,43232605
micro focus openview,Micro Focus OpenView,0,43232801
micro focus testpartner,Micro Focus TestPartner,0,43232406
micro j systems pchunter,Micro J Systems PcHunter,0,43231505
micro video video voice speech training system,Micro Video Video Voice Speech Training System,0,43232610
micro video voice speech training system,Micro Video Voice Speech Training System,0,43232610
micro-press microstation powerdraft,Micro-Press MicroStation PowerDraft,0,43232102
microarchitecture simulation,Microarchitecture simulation,0,43232605
microbiz,MicroBiz,0,43232611
microblast recipe wizard for windows,MicroBlast Recipe Wizard for Windows,0,43232306
microchip mplab integrated development environment (ide),Microchip MPLAB Integrated Development Environment (IDE),0,43232402
microcog assessment of cognitive functioning,MicroCog Assessment of Cognitive Functioning,0,43232610
microdem,MICRODEM,0,43233506
microelectromechanical systems mems simulation,Microelectromechanical systems MEMS simulation,0,43232605
microfit healthwizard,MicroFit HealthWizard,0,43232306
microfocus groupwise,MicroFocus GroupWise,0,43233501
microfour practicestudio.net emr,MicroFour PracticeStudio.NET EMR,0,43232610
micromuse netcool,Micromuse NetCool,0,43232801
micronetics xpert write-up,Micronetics Xpert Write-up,0,43231601
micropact entellitrak labor relations edition,Micropact entellitrak Labor Relations Edition,0,43231505
micropress vtex,MicroPress VTeX,0,43232112
micros systems hsi profits series,MICROS Systems HSI Profits Series,0,43232611
micros systems micros 9700 hms,MICROS Systems MICROS 9700 HMS,0,43232611
micros systems opera enterprise solution oes,MICROS Systems OPERA Enterprise Solution OES,0,43232603
micros systems opera property management system pms,MICROS Systems OPERA Property Management System PMS,0,43232306
micros xbr loss prevention,MICROS XBR Loss Prevention,0,43232314
microscope imaging,Microscope imaging,0,43232605
microscopic image capturing,Microscopic image capturing,0,43232605|43232610
microservices architecture,Microservices Architecture,0,43232701
microsoft .net framework,Microsoft .NET Framework,1,43232402
microsoft access,Microsoft Access,1,43232306
microsoft active directory,Microsoft Active Directory,1,43232704
microsoft active server pages asp,Microsoft Active Server Pages ASP,1,43232408
microsoft activesync,Microsoft ActiveSync,0,43233508
microsoft activex,Microsoft ActiveX,0,43232405
microsoft asp.net,Microsoft ASP.NET,1,43232408
microsoft asp.net core mvc,Microsoft ASP.NET Core MVC,0,43232408
microsoft axapta,Microsoft Axapta,0,43231602
microsoft azure,Microsoft Azure,1,43232402
microsoft azure data factory,Microsoft Azure Data Factory,0,43232806
microsoft azure devops services,Microsoft Azure DevOps Services,0,43232402
microsoft azure sentinel,Microsoft Azure Sentinel,0,43232801
microsoft bing,Microsoft Bing,0,43232306
microsoft business contact manager,Microsoft Business Contact Manager,0,43232303
microsoft business intelligence bi,Microsoft Business Intelligence BI,0,43231602
microsoft commerce server,Microsoft Commerce Server,0,43232408
microsoft defender antivirus,Microsoft Defender Antivirus,0,43233205
microsoft directx,Microsoft DirectX,0,43233405
microsoft dns server,Microsoft DNS Server,0,43232704
microsoft dynamics,Microsoft Dynamics,0,43231602|43232303
microsoft dynamics ax,Microsoft Dynamics AX,0,43231602
microsoft dynamics crm,Microsoft Dynamics CRM,0,43232303
microsoft dynamics erp,Microsoft Dynamics ERP,0,43231602
microsoft dynamics gp,Microsoft Dynamics GP,0,43231602
microsoft dynamics marketing,Microsoft Dynamics Marketing,0,43232306
microsoft dynamics nav,Microsoft Dynamics NAV,0,43231602
microsoft dynamics sl,Microsoft Dynamics SL,0,43231602
microsoft edge,Microsoft Edge,1,43232705
microsoft entourage,Microsoft Entourage,0,43232108
microsoft esp sdk,Microsoft ESP SDK,0,43232402
microsoft excel,Microsoft Excel,1,43232110
microsoft exchange,Microsoft Exchange,0,43233501
microsoft expression blend,Microsoft Expression Blend,0,43232404
microsoft expression design,Microsoft Expression Design,0,43232102
microsoft extensible application markup language (xaml),Microsoft Extensible Application Markup Language (XAML),0,43232402
microsoft forefront identify manager,Microsoft Forefront Identify Manager,0,43233201
microsoft forefront threat management gateway,Microsoft Forefront Threat Management Gateway,0,43233203
microsoft frontpage,Microsoft FrontPage,0,43232107
microsoft frx,Microsoft FRx,0,43231604
microsoft great plains personal data keeper,Microsoft Great Plains Personal Data Keeper,0,43231605
microsoft high level shader language hlsl,Microsoft High Level Shader Language HLSL,0,43232402
microsoft hyper-v server,Microsoft Hyper-V Server,0,43233004
microsoft hyperterminal,Microsoft Hyperterminal,0,43232915
microsoft image composite editor,Microsoft Image Composite Editor,0,43232102
microsoft internet explorer,Microsoft Internet Explorer,0,43232705
microsoft internet information services (iis),Microsoft Internet Information Services (IIS),0,43232313
microsoft internet information services (iis) manager,Microsoft Internet Information Services (IIS) Manager,0,43232313
microsoft mappoint,Microsoft MapPoint,0,43233506
microsoft mobile explorer mme,Microsoft Mobile Explorer MME,0,43232705
microsoft money,Microsoft Money,0,43231604
microsoft netmeeting,Microsoft NetMeeting,0,43233502
microsoft network monitor,Microsoft Network Monitor,0,43232801
microsoft office,Microsoft Office,1,43231513
microsoft office document imaging,Microsoft Office Document Imaging,0,43232605
microsoft office frontpage,Microsoft Office FrontPage,0,43232107
microsoft office live meeting,Microsoft Office Live Meeting,0,43233502
microsoft office mobile,Microsoft Office Mobile,0,43231513
microsoft office outlook,Microsoft Office Outlook,0,43232108
microsoft onenote,Microsoft OneNote,0,43232104
microsoft onfolio,Microsoft Onfolio,0,43232306
microsoft outlook,Microsoft Outlook,1,43232104|43233501
